category,count
"Italian, Pizza, Pasta, Exclusive to Eats, Salads, Sandwiches",1
"Mexican, Tex Mex, Burgers, Breakfast and Brunch, Tacos",1
"Italian, Family Meals, Salads",1
"Wings, American, Burgers, Comfort Food",1
"Italian, Salads, Pasta",1
"Pizza, Pasta, Breakfast and Brunch",1
"American, Deli, Cafe",1
"Steakhouse, American",1
"Mediterranean, Turkish, Salads",1
"Chinese, Asian, Asian-owned, Noodles, Rice Dishes",1
"American, Burgers, Sandwich, Salads, Wings, Comfort Food, Hot Dog",1
"Breakfast and Brunch, Latin American, Asian",1
"Mexican, Latin American, New Mexican, BBQ",1
"Mexican, Latin American, New Mexican, Tacos, Mac and Cheese",1
"Pizza, American, Italian, Wings, Pasta, Family Meals",1
"American, Sandwiches, Dount, Breakfast and Brunch, Coffee and Tea",1
"Mexican, Latin American, New Mexican, Tacos, Tex Mex, Hot Dog, Burgers",1
"Mexican, Latin American, Tex Mex, Tacos, Tamale, Burgers, Breakfast and Brunch, Hot Dog",1
"Burgers, Wings, Pizza, Sandwiches",1
"Mexican, Soup, Breakfast and Brunch, Latin American, New Mexican, Asado, Steak, Chicken, Soup, Burritos, Tacos, Tex Mex, American",1
"Mexican, Latin American, New Mexican, Tacos, Burritos, Soup, Seafood, Tex Mex",1
"Mexican, Latin American, New Mexican, South American, Fish and Chips, Seafood, Burritos, Tacos, Tex Mex, Soup",1
"Sandwiches, American, Healthy, Greek, Mediterranean",1
"Mexican, Latin American, New Mexican, Tex Mex, Chicken, Chicken, Steak, Asado, Family Meals",1
"Mexican, New Mexican, Latin American, Tex Mex, Local Specialities",1
"Mexican, Latin American, New Mexican, Breakfast and Brunch, Tex Mex",1
"Burgers, American, Sandwiches, Seafood, Bar Food, Cafe, Wings",1
"pizza, American, Sandwiches",1
"Burgers, American, Sandwiches, BBQ, Family Meals",1
"Fast Food, Seafood, Fish and Chips, Southern, American, Seafood, Caribbean",1
"Burgers, American, Sandwiches, Wings, Chicken, Fast Food",1
"Wings, American, Chicken, Sandwiches, Pizza",1
"Fast Food, Wings, American, Family Meals",1
"Burgers, American, Hot Dog, Salads, Sandwiches, Comfort Food, Ice Cream",1
"American, Sandwiches, Burgers, Mediterranean, Salads, Greek",1
"American, Comfort Food, Sandwiches, Italian, Pizza",1
"American, Sandwiches, Salads, Chicken",1
"Middle Eastern, Mediterranean, Comfort Food, Vegan, Vegan Friendly",1
"Mexican, Steak, Kids Friendly",1
"Black-owned, American, Burgers, Salads, Allergy Friendly",1
"Italian, Pasta, Comfort Food, Salads, Sandwich, Pasta, Wings, Kids Friendly, Healthy, Family Friendly",1
"Wings, Burgers, Sandwich, Salads, Healthy",1
"Vegetarian, Mexican, Chicken, Peruvian, Kids Friendly, Healthy, Seafood, Rice-bowls, Especialidades, Seafood",1
"Pizza, American, Italian, Comfort Food, Burgers, Wings, Pasta, Salads, Kids Friendly, Healthy, Exclusive to Eats",1
"Mexican, Latin American, Salads, Kids Friendly, Healthy",1
"Mexican, Gluten Free Friendly",1
"Drinks, Desserts",1
"Kids Friendly, Asian, Asian Fusion",1
"Chinese, Asian, Asian Fusion, Kids Friendly, Local Specialities",1
"Burritos, Fast Food, Breakfast and Brunch, Hot Dog, American, American",1
"American, Fast Food, Kids Friendly, Diner, Kids Friendly, Comfort Food, Burgers, Chicken, Breakfast and Brunch",1
"Salads, Healthy, Rice &amp; Curry, Vegetarian, Vegetarian Friendly, Soup, Salads, Noodles, Rice Dishes, Desserts, Thai",1
"Desserts, Fruit, Kids Friendly",1
"Coffee and Tea, Kids Friendly, Snacks",1
"Wings, American, Sandwich, Family Friendly",1
"Juice and Smoothies, Kids Friendly, Comfort Food",1
"Vietnamese, Noodles, Healthy, Vegetarian, Vegetarian Friendly, Thai, Rice Dishes, Chinese, Pho",1
"Sandwich, American, Allergy Friendly",1
"Pizza, Italian, Comfort Food, Allergy Friendly",1
"Mexican, Tacos, Allergy Friendly",1
"Pizza, American, Allergy Friendly",1
"Mexican, Tacos, Burritos, Allergy Friendly",1
"American, Seafood, Kids Friendly, Allergy Friendly",1
"Steak, American, Fast Food, Allergy Friendly",1
"American, Sandwich, Hot Dog, Allergy Friendly",1
"Desserts, Kids Friendly, Mexican",1
"Indian, Vegetarian, Snacks, Street Food, Vegan Friendly",1
"Indian, Healthy, Vegan Friendly, Fast Food, Gluten Free",1
"Black-owned, American, Traditional American, Exclusive to Eats",1
"Salads, Mexican, Vegetarian, Vegetarian Friendly, Vegan",1
"Pizza, Salads, Pasta, Healthy, Family Friendly",1
"Desserts, Kids Friendly, Snacks",1
"Alcohol, Liquor Stores, Wine, Convenience, Allergy Friendly",1
"Chicken, Seafood, Salads, Healthy, Allergy Friendly",1
"American, Salads, Comfort Food, Family Meals, Healthy, Family Friendly",1
"American, Traditional American, Comfort Food, Burgers, Steak, Chicken, Salads, Pasta, Kids Friendly, Desserts, Drinks, Cafe, Sandwich, Sandwiches",1
"Desserts, Kids Friendly, chocolatier, Ice Cream + Frozen Yogurt",1
"Sandwich, Pasta, Pizza, Salads, Chicken, Steak, Seafood, Kids Friendly, Desserts",1
"Desserts, Bakery, Breakfast and Brunch, Coffee and Tea, Comfort Food, Vegan, Vegan Friendly, Vegetarian, Vegetarian Friendly, Healthy",1
"Bakery, Cupcakes, Desserts, Allergy Friendly",1
"Desserts, chocolatier, Pastry, Cupcakes, Gluten Free Friendly",1
"Breakfast &amp; Brunch, Donuts, Cafe",1
"American, Comfort Food, Chicken, Wings",1
"Coffee and Tea, Pastry, Allergy Friendly, Desserts",1
"Chinese, Seafood, Noodles, Chicken, Vegetarian Friendly, Family Friendly, Allergy Friendly, Sushi, Japanese",1
"Mexican, Sandwich, Breakfast and Brunch, Family Meals, Family Friendly, Kids Friendly, Local Specialities, Seafood, Steak, Desserts",1
"Thai, Asian, Soup",1
"BBQ, American, Southern, Traditional American, Chicken, Sandwich, Kids Friendly, Breakfast and Brunch, Desserts, Comfort Food, Family Meals, Family Friendly, Group Friendly, Local Specialities",1
"Pizza, Sandwich, Italian, Family Meals",1
"Mexican, Chicken, Healthy, Family Meals, Family Friendly, Group Friendly",1
"Mediterranean, Greek, Vegetarian, Vegetarian Friendly",1
"Japanese, Asian, Sushi, Noodles, Korean, Allergy Friendly",1
"Indian, Indian Curry, North Indian, South Indian, Asian, Vegetarian Friendly, Family Friendly",1
"Chinese: Cantonese, Chinese, Seafood, Chicken",1
"Chinese, Asian, Asian Fusion, Vegetarian, Vegetarian Friendly, Noodles, Rice Dishes, Kids Friendly, Soup",1
"Hawaiian, Poke, Vegetarian, Vegetarian Friendly, Healthy",1
"Vegan, Bowls, Noodles",1
"Burgers, American, Sandwiches, Pizza, Family Meals, Wings, Vegetarian Friendly, Soup, Salads, Bakery, Desserts, Ice Cream, Italian",1
"Pizza, American, Italian, Wings, Salads, Fish &amp; Seafood, Burgers, Family Meals, Vegetarian Friendly, Soup, Bakery, Desserts, Ice Cream",1
"Bakery, Cafe, Breakfast and Brunch, Desserts, Family Friendly",1
"American, Vegetarian Friendly, Italian, Family Friendly",1
"Indian, Family Friendly, Group Friendly, Vegetarian, Vegetarian Friendly",1
"Mexican, Latin American, New Mexican, Tacos, Breakfast and Brunch, Sandwiches, Sandwich, Kids Friendly, Seafood, Soup",1
"Chinese, Asian, Vegetarian, Vegetarian Friendly, Kids Friendly, Ramen, Soup",1
"Peruvian, Sandwiches, Burritos",1
"Mongolian, Chinese, Vegetarian Friendly, Asian",1
"Sushi, Japanese, Family Meals, Group Friendly",1
"Greek, Salads, Sandwich, Vegetarian, Vegetarian Friendly",1
"Breakfast, Mexican, Burgers, Desserts, Salads, Breakfast and Brunch, Healthy, Family Meals, Group Friendly",1
"Chinese, Asian, Family Meals, Group Friendly, Chicken, Steak, Vegetarian, Soup, Kids Friendly, Rice Dishes, Noodles, Desserts",1
"Indian, Pakistani, Asian, Vegetarian, Vegetarian Friendly",1
"Burgers, Sandwich, Desserts, American, Fast Food, Comfort Food, Vegan, Vegan Friendly, Vegetarian, Vegetarian Friendly, Healthy, Gluten Free, Gluten Free Friendly, Kids Friendly, Allergy Friendly, Ice Cream",1
"Black-owned, Comfort Food, Salads, Desserts, Healthy, Allergy Friendly",1
"Asian Fusion, Asian, Salads",1
"Burgers, American, Kids Friendly, Sandwiches, Fried Foods, Desserts, Salads",1
"American, Sandwiches, Burgers, Desserts, Comfort Food, Vegan Friendly, Vegetarian Friendly, Vegan, Vegetarian, Gluten Free, Gluten Free Friendly, Fast Food, Allergy Friendly, Kids Friendly, Ice Cream",1
"Asian, Asian Fusion, Salads",1
"Italian, Pasta, Family Friendly, Group Friendly",1
"Thai, Asian, Noodles, Vegetarian, Vegetarian Friendly, Kids Friendly, Local Specialities, Bubble Tea",1
"Vietnamese, Noodles, Healthy, Thai, Vegetarian, Soup, Pho, Rice &amp; Curry, Bubble Tea, Desserts, Local Specialities, Vegetarian Friendly",1
"Japanese, Ramen, Comfort Food, Allergy Friendly",1
"Mexican, Breakfast and Brunch, Latin American, Family Meals, Family Friendly",1
"American, Vegan Friendly, Comfort Food",1
"Black-owned, Soul Food, American, Burgers, Allergy Friendly",1
"Mediterranean, Persian, Middle Eastern, Family Friendly",1
"Asian, Vietnamese, Sandwich, Rice Dishes, Rice &amp; Curry, Noodles, Thai, Vegetarian Friendly",1
"Burgers, American, Sandwiches, Comfort Food, Family Friendly",1
"Thai, Noodles, Asian, Asian Fusion, Family Friendly, Family Meals, Vegetarian Friendly",1
"Thai, Asian, Noodles, Vietnamese, Chinese, Japanese, Local Specialities, Rice &amp; Curry, Bubble Tea, Sushi, Desserts, Kids Friendly, Pho, Soup",1
"Thai, Sushi, Asian, Family Friendly, Chinese, Noodles, Rice &amp; Curry, Rice Dishes, Desserts, Coffee and Tea, Fish &amp; Seafood, Vegetarian Friendly",1
"Chinese, Asian, Kids Friendly, Noodles, Group Friendly",1
"Pizza, Chicken, Comfort Food, Alcohol",1
"Black-owned, Japanese, Sushi, Salads, Juice and Smoothies, Healthy",1
"American, Mexican, Salads, Healthy, Exclusive to Eats",1
"Pizza, Wings, Convenience, Alcohol, Everyday Essentials",1
"Italian, Pasta, Pizza, Alcohol, Group Friendly, Sandwiches, Gluten Free Friendly, Vegetarian Friendly, Soup, Salads, Chicken, Seafood, Steak, Desserts",1
"Salads, Sandwich, Wings, Healthy, Family Meals",1
"American, Snacks",1
"Ramen, Japanese, Comfort Food, Alcohol, Wine",1
"Korean, Asian, BBQ, Soup, Desserts, Vegetarian Friendly, Vegetarian, Fish &amp; Seafood, Stir​ Fried, Local Specialities, Alcohol",1
"Japanese, Asian, Noodles, Family Meals, Alcohol, Rice Dishes, Japanese Style curry, Soup, Salads, Vegetarian, Vegetarian Friendly, Ramen, Sushi, Healthy",1
"Mexican, Latin American, New Mexican, Group Friendly, Tex Mex, Local Specialities",1
"American, Allergy Friendly, Alcohol",1
"Seafood, American, Southern, Seafood, Fish and Chips",1
"Gourmet, Gluten Free Friendly, Vegetarian Friendly, Tacos, New American, New Mexican, Alcohol",1
"American, Steak, Comfort Food, Salads, Sandwich",1
"Chinese, Asian, Family Meals, Alcohol",1
"Salads, Desserts, Vegetarian, Healthy",1
"Juice and Smoothies, Healthy, Coffee and Tea, Family Meals",1
"Juice and Smoothies, Breakfast and Brunch, Vegetarian, Seafood",1
"Juice &amp; Smoothies, American, Snacks",1
"Grocery, Grocery, Everyday Essentials, Convenience",1
"Chicken Strips, Fried Chicken, Seafood, Family Meals",1
"Juice and Smoothies, Breakfast and Brunch, Vegetarian, Vegan, Vegan Friendly, Vegetarian Friendly, Healthy, Desserts, Exclusive to Eats",1
"Juice and Smoothies, Chicken, Coffee and Tea, Family Meals",1
"American, Juice and Smoothies, Bubble Tea, Desserts, Snacks, Comfort Food, Allergy Friendly",1
"Vegetarian, Plant Based, Gluten Free, Allergy Friendly, Vegan",1
"Desserts, Juice and Smoothies, Vegan, Allergy Friendly, Ice Cream + Frozen Yogurt",1
"Cajun, Seafood, Comfort Food, Creole",1
"Cajun, American, Comfort Food, Allergy Friendly",1
"Juice and Smoothies, American, Asian",1
"Empanada, Coffee and Tea, Mexican, Breakfast and Brunch",1
"Burgers, Fast Food, Hot Dog",1
"Vietnamese, Pho, Asian, Chinese, Wings, Soup, Thai, Healthy",1
"BBQ, American, Cajun",1
"Bubble Tea, Desserts, American",1
"Cajun, Seafood, Chicken",1
"Tacos, Burgers, Breakfast and Brunch",1
"Seafood, American, Southern, Cajun, Family Meals, Chinese",1
"Seafood, American, Wings, Cajun, Soul Food, Fish &amp; Seafood, Southern",1
"Mexican, Burgers, Ice Cream + Frozen Yogurt",1
"Asian, Desserts, Juice and Smoothies, Poke, Vegetarian, Vegetarian Friendly",1
"Ice Cream &amp; Frozen Yogurt, Cupcakes, Desserts",1
"Vietnamese, Noodles, Dumpling House",1
"Middle Eastern, Mediterranean, Family Friendly, Family Meals",1
"Mediterranean, Middle Eastern, Greek, Family Friendly, Group Friendly",1
"American, Sandwich, Burgers, Comfort Food, Pasta, Salads, Sandwiches, Steak, Wings",1
"Juice and Smoothies, Ice Cream + Frozen Yogurt, Desserts",1
"Vegan, Gluten Free, American, Breakfast and Brunch, Pizza, Juice and Smoothies, OrganicProducts, Allergy Friendly",1
"Desserts, Mexican, Comfort Food",1
"Juice and Smoothies, Healthy, Breakfast and Brunch, Salads, Gluten Free",1
"Ice Cream &amp; Frozen Yogurt, Desserts, Snacks",1
"Salads, Vegetarian, Coffee and Tea, Exclusive to Eats",1
"Juice and Smoothies, Bowls, Fruit",1
"Burgers, Comfort Food, Desserts, Vegan Friendly, Vegetarian Friendly, Fast Food, Gluten Free, Kids Friendly, American, Healthy, Sandwiches, Ice Cream, Allergy Friendly",1
"Sandwiches, Juice and Smoothies, Comfort Food",1
"Breakfast and Brunch, Healthy, Latin American, Family Meals",1
"Coffee and Tea, Vegan Friendly, Juice and Smoothies",1
"Juice and Smoothies, Vegetarian, Bowls",1
"Mexican, Chicken, Comfort Food, Exclusive to Eats",1
"Convenience, Everyday Essentials, Snacks, Home &amp; Personal Care, Family Meals",1
"Caribbean, Jamaican, Comfort Food, Allergy Friendly",1
"Mediterranean, Sandwiches, Bowls",1
"Chinese, Asian, Asian Fusion, Noodles, Chicken, Soul Food, Comfort Food, Fast Food, Family Friendly",1
"American, Vegetarian, Drinks",1
"Asian, Noodles, Salads, Healthy, Chinese, Beef Noodles, Seafood, Rice Dishes, Family Meals, Vegetarian Friendly",1
"Alcohol, Liquor Stores, Allergy Friendly",1
"Mexican, Seafood, Alcohol, Family Friendly",1
"Mexican, Juice and Smoothies, Desserts, Ice Cream + Frozen Yogurt, Ice Cream &amp; Frozen Yogurt, Juice and Smoothies",1
"Seafood, Sushi, Rolls, Vegetarian, Vegetarian Friendly",1
"Convenience, Black-owned, Everyday Essentials, Alcohol, Snacks",1
"Hawaiian, BBQ, Seafood",1
"Mediterranean, Salads, Sandwich, Pizza",1
"Pizza, Wings, Italian, Salads, Family Meals",1
"Indian, Pakistani, Healthy, Gluten Free, Vegan",1
"BBQ, Wings, Family Meals",1
"Chinese: Other, Chinese, Asian",1
"Salads, Bowls, Drinks",1
"Steakhouse, Steak, American",1
"Sandwiches, American, Healthy, Soup, Deli, Desserts, Salads",1
"Mexican, Breakfast and Brunch, Family Meals, Alcohol",1
"American, Breakfast and Brunch, Desserts, Family Friendly",1
"Wings, Burgers, American, Bar Food, Chicken, Burgers, Alcohol",1
"Burgers, American, Sandwiches, Comfort Food, Alcohol",1
"Italian, Pasta, Comfort Food, American, Pizza, Alcohol, Exclusive to Eats",1
"African: Other, Nigerian, Allergy Friendly",1
"Mexican, Chicken, Kids Friendly",1
"Cajun / Creole, Burgers, Seafood",1
"Caribbean, Seafood, Latin American, Soul Food",1
"Caribbean, Latin American, Chicken",1
"Spanish, Latin American, Puerto Rican, Cuban, Caribbean, Latin Fusion",1
"Hot Dog, Sandwich, Drinks",1
"Mexican, Desserts, Kids Friendly, Burritos, Tex Mex",1
"Mexican, Burgers, Hot Dog",1
"American, Wings, Sandwich, Chicken",1
"American, Seafood, Steak, Tacos, Burgers, Family Friendly, Kids Friendly, Salads, Sandwiches, Soup, Breakfast and Brunch",1
"Hot Dog, Burgers, Tamale, Burritos, Family Meals, Comfort Food",1
"Indian, Pakistani, Halal, Chicken, Family Meals, Allergy Friendly, Family Friendly",1
"American, Wings, Chicken, Fried Chicken, Sandwich",1
"Latin American, Mexican, Vegetarian, Chicken, Salads, Healthy",1
"Indian, Vegetarian, Indian Curry, Healthy, Vegan",1
"Latin American, New Mexican",1
"Salad / Sandwiches, Sandwich, Salads, Healthy",1
"Mexican, Noodles, Tex Mex",1
"Mexican, Latin American, New Mexican, Tamale",1
"American, Sandwiches, Healthy, Vegetarian",1
"Mexican, Tacos, Soup, New Mexican, Latin American, Breakfast and Brunch, Chicken, Steak, Asado, Burritos, Tex Mex, American",1
"Breakfast and Brunch, American, Sandwiches, Burgers, Salads, Cafe, Family Friendly",1
"Mexican, Burritos, Tacos, Tex Mex, Burritos, Breakfast and Brunch",1
"Pizza, Burgers, Italian",1
"Desserts, Pastry, Sandwich, Coffee and Tea, Breakfast and Brunch",1
"Burgers, American, Sandwiches, Salads, Steak, Healthy",1
"Vegetarian, Vegan, Healthy, Mexican, Latin American, Latin Fusion",1
"Comfort Food, Chicken, Breakfast and Brunch",1
"American, Fast Food, New American, Western, Exclusive to Eats",1
"Italian, Sandwiches, Chicken",1
"Burgers, Sandwiches, Breakfast and Brunch, Pizza, Salads, Salads",1
"Seafood, Mexican, Latin American, Burgers, Tacos",1
"Mediterranean, Burgers, Sandwiches",1
"Italian, Pasta, Salads, Desserts, Seafood, Pizza",1
"Seafood, Southern, Traditional American, American, Comfort Food",1
"Latin American, Desserts, Seafood, Chicken, Steak, Exclusive to Eats",1
"Mediterranean, Breakfast and Brunch, Wings, Exclusive to Eats",1
"Ice Cream + Frozen Yogurt, Snacks, Coffee and Tea",1
"Snacks, Mexican, Comfort Food",1
"Breakfast and Brunch, Diner, Sandwiches",1
"American, Mexican, Latin American",1
"Asian, Noodles, Chicken, Nepalese, Street Food",1
"Seafood, Fried Chicken, Wings",1
"American, Burgers, Wings, Exclusive to Eats",1
"Mexican, Breakfast and Brunch, Snacks, Family Meals, Tacos, Chicken, Asado, Fish &amp; Seafood, Salads",1
"American, Burgers, Sandwich, Comfort Food, Salads, Healthy",1
"Black-owned, Mexican, Salads, New Mexican, Healthy, Family Meals",1
"Mexican, Latin American, New Mexican, Seafood, Steak, Chicken, Family Meals, Family Friendly",1
"Burgers, Chicken, Sandwich",1
"Pizza, Pub, Exclusive to Eats",1
"Tacos, Mexican, Burritos",1
"Mexican, Latin American, New Mexican, Pasta",1
"Spanish, Comfort Food",1
"Seafood, Southern, BBQ",1
"Mexican, Hot Dog, Comfort Food",1
"American, Salads, Fried Chicken, Family Meals, Healthy",1
"American, Soul Food, Southern",1
"Cajun / Creole, Wings",1
"Mexican, Latin American, New Mexican, Tacos, Burgers, Tex Mex, Hot Dog, Comfort Food",1
"Burgers, Pizza",1
"Wings, American, Fast Food, Family Meals, Burgers",1
"Mexican, Fast Food, Fruit",1
"Mexican, Spanish, Latin American, Exclusive to Eats",1
"Tacos, Fast Food",1
"Mediterranean, Soup, Salads, Kebab",1
"Pizza, Italian, American, Chicken, BBQ",1
"Indian Curry, Indian, Pakistani, Healthy, Vegan",1
"Pizza, American, Sandwich, Exclusive to Eats",1
"Healthy, Desserts",1
"Mexican, Family Meals, Burritos, Tacos",1
"Burgers, Pizza, Salads, Family Meals, Healthy",1
"Mediterranean, Middle Eastern, Chicken",1
"Sandwiches, American, Comfort Food, Fast Food, Sandwich",1
"Fried Chicken, American, Sandwiches, Comfort Food, Family Meals",1
"Asian Fusion, Rolls, Sushi",1
"American, Sandwich, Chicken, Salads",1
"Chinese, Asian, Chicken, Seafood, Noodles, Rice Dishes, Group Friendly, Family Meals, Kids Friendly, Vegan Friendly, Soup",1
"Comfort Food, Chicken, Wings",1
"American, Sandwich, Burgers, Alcohol, Wings",1
"Other, Exclusive to Eats",1
"Asian Fusion, Filipino, Asian",1
"Fast Food, Healthy, Mexican",1
"Cafe, Coffee and Tea, Bakery",1
"Healthy, Vegetarian Friendly, Chicken",1
"Chicken, Comfort Food, Exclusive to Eats",1
"BBQ, Tex Mex",1
"Chinese, Sushi, Mongolian",1
"Fast Food, Sandwich, American, Healthy, Sandwiches, American",1
"Breakfast and Brunch, Tex Mex, Seafood, Burgers, Tacos, Chicken, Salads, Soup, Sandwiches, Local Specialities, Family Friendly",1
"Breakfast and Brunch, Tex Mex, American",1
"Burgers, American, Sandwiches, Vegan, Vegan Friendly",1
"Burgers, Salads, Kids Friendly, Healthy",1
"Hawaiian, Seafood, Comfort Food",1
"Burgers, American, Sandwiches, Allergy Friendly, Desserts, Comfort Food, Ice Cream, Vegan, Vegan Friendly, Vegetarian, Vegetarian Friendly, Healthy, Gluten Free, Gluten Free Friendly, Fast Food, Kids Friendly",1
"Mexican, American, Breakfast and Brunch, Family Meals, Group Friendly, Tacos",1
"Comfort Food, Hawaiian, Family Friendly, Family Meals, Healthy, Asian Fusion, BBQ, Fast Food, Chicken, Salads, Chicken, Group Friendly",1
"Sandwiches, American, Healthy, Kids Friendly, Comfort Food, Chicken",1
"Pizza, Wings, Snacks",1
"Wings, American, Chicken, Burgers, Alcohol",1
"New American, Bar Food, American, Salads, Sandwiches, Burgers, Tacos, Desserts, Kids Friendly, Family Friendly, Local Specialities, Alcohol",1
"Italian, Sandwiches, wings, American, Fast Food, Burgers, pizza",1
"burger, Steak, wings",1
"Malaysian, Salads, Burgers, Healthy",1
"African, Ethiopian, Vegetarian, Everyday Essentials, Convenience, Snacks, Home &amp; Personal Care, Alcohol, Drinks",1
"Thai, Asian, Asian Fusion, Vietnamese, Gluten Free",1
"Mexican, Tacos, Tamale",1
"Halal, Pakistani, Middle Eastern",1
"Pasta, Noodles, American, Kids Friendly, Comfort Food, Chicken, Salads, Healthy, Family Meals",1
"Cafe, Sandwich, Bakery",1
"Fast Food, Wings, American, Family Meals, Family Friendly",1
"BBQ, Wings, Chicken",1
"Black-owned, Jamaican",1
"Fish &amp; Seafood, Tacos, Hot Dog",1
"American, Breakfast and Brunch, Salads, Steak, Sandwich, Family Meals, Healthy",1
"Burgers, Wings, Tacos",1
"Coffee and Tea, Breakfast and Brunch, Bakery, Sandwich, Desserts",1
"American, Sandwiches, Mediterranean, Chicken",1
"Desserts, Pastry, Cafe",1
"Sandwich, Burgers, Salads, Desserts, Healthy",1
"Black-owned, BBQ, Chicken, Sandwich",1
"Comfort Food, Desserts, Pastry",1
"Mexican, Burgers, Breakfast and Brunch",1
"Mexican, Seafood, Sandwiches",1
"pizza, Italian, Wings, Family Meals",1
"Mexican, Cuban, Tex Mex, Family Meals",1
"Sandwich, Burgers, Vegetarian, Healthy",1
"Asian, Thai, Vegan",1
"Desserts, Ice Cream, Fruit",1
"Black-owned, BBQ, Traditional American, Family Meals",1
"Traditional American, Burgers, Seafood",1
"American, Coffee and Tea, Desserts",1
"Southern, Seafood, American",1
"Comfort Food, American, Wings, Seafood",1
"Desserts, Mexican, Sandwich, Burgers, American, Traditional American",1
"American, Burgers, Sandwich, BBQ",1
"American, Cafe, New American",1
"American, Salads, Sandwich, Burgers, Soul Food, Wings, Healthy",1
"Latin American: Other, Spanish, Healthy",1
"Burgers, American, Traditional American",1
"American, Burgers, Sandwich, Comfort Food, Comfort Food, Affordable Meals, New Mexican, Hot Dog, Sandwich, Sandwiches",1
"American, Breakfast and Brunch, Desserts, Bakery, Exclusive to Eats",1
"Black-owned, American, Burgers, Sandwich",1
"Comfort Food, American, Wings, Black-owned, Exclusive to Eats",1
"BBQ, American, Burgers, Chicken",1
"American, Tacos, Burgers",1
"Black-owned, American, New American, Comfort Food",1
"Mediterranean, Greek, Allergy Friendly",1
"Burgers, Fast Food, American, Comfort Food, Chicken",1
"Wings, American, Fast Food, Family Meals, Black-owned",1
"Mexican, Latin American, New Mexican, Burgers, Wings",1
"Mexican, Latin American, New Mexican, Burritos, Tacos, Chicken, Steak",1
"Black-owned, BBQ, Burgers",1
"American, Wings, Desserts, Family Meals",1
"Pizza, American, Desserts, Kids Friendly, Wings, Italian, Fast Food",1
"Mexican, Vegan, Sandwich, Vegetarian, Healthy",1
"Black-owned, Southern, Traditional American",1
"American, New American, Breakfast and Brunch, Sandwich, Mediterranean, Desserts",1
"Mexican, Seafood, Comfort Food, Tacos, Fish &amp; Seafood",1
"Chinese, Fast Food, wings, Family Meals, Family Friendly",1
"Pastry, Dount, American, Breakfast and Brunch",1
"Mexican, Tacos, Comfort Food, New Mexican, Latin American",1
"Mexican, Latin American, New Mexican, Tex Mex, Breakfast and Brunch",1
"Wings, American, Fast Food, Desserts",1
"Mexican, American, Comfort Food",1
"Fast Food, Healthy, Wraps, Salads, Kids Friendly, Chicken, Cheesesteak, Vegetarian Friendly, Healthy, Salads, Greek",1
"BBQ, American, Comfort Food, Desserts, Family Meals",1
"Seafood, American, Southern, Comfort Food",1
"Desserts, Cakes, Comfort Food",1
"Sandwiches, Asian, Comfort Food",1
"American, Sandwich, Black-owned",1
"American, Fish and Chips, Burgers",1
"Seafood, Fast Food, American, Fish and Chips, Family Meals",1
"American, Seafood, Chicken, Fish and Chips",1
"Comfort Food, American, Wings, Sandwich, Sandwiches, Fried Chicken, Fried Chicken, Fried Foods, Comfort Food, Family Friendly, Family Meals, New American, Kids Friendly, Affordable Meals",1
"Soul Food, American, Kids Friendly",1
"American, Cupcakes, Kids Friendly",1
"Mexican, Latin American, New Mexican, Fish and Chips, Seafood, South American, Breakfast and Brunch, Kids Friendly",1
"Comfort Food, American, Wings, New American, BBQ, Sandwiches, Sandwich, Chicken, Fried Chicken, Fried Chicken, Fried Foods, Seafood, Comfort Food, Breakfast and Brunch, Drinks, Family Friendly, Family Meals",1
"Caribbean, Jamaican, Black-owned, Family Friendly",1
"Desserts, Pastry, Bakery, Allergy Friendly, Black-owned",1
"Seafood, Comfort Food, Allergy Friendly",1
"Mexican, Latin American, New Mexican, Kids Friendly",1
"Comfort Food, American, Vegan Friendly",1
"Burgers, Sandwich, American, Family Meals, Family Friendly",1
"American, Dinner, Tacos, Mexican, Burgers, Sandwiches, Burritos",1
"Fast Food, Southern, BBQ, Family Meals, Family Friendly",1
"Fried Chicken, pizza, American",1
"Caribbean, Jamaican, Seafood, Allergy Friendly",1
"Burgers, Sandwiches, Fish &amp; Seafood",1
"Vegan, Pizza, Italian, Alcohol",1
"Hot Dog, American, Fast Food, Alcohol",1
"Pizza, Tacos, Salads, To Share",1
"Comfort Food, American, Wings, Chicken, Alcohol",1
"African, Ethiopian, Vegetarian, Everyday Essentials, Convenience, Snacks, Home &amp; Personal Care, Alcohol",1
"Latin American, Salads, Snacks, Healthy, Exclusive to Eats",1
"Salads, Pastry, Healthy",1
"Desserts, Comfort Food, Sandwich",1
"Salads, Sandwich, Comfort Food, Everyday Essentials, Convenience, Grocery, Snacks, Home &amp; Personal Care, Healthy",1
"American, Comfort Food, Salads, Pizza, Italian, Wings, Healthy",1
"American, New American, Snacks, Salads, Healthy",1
"American, Cupcakes, Wings",1
"Mexican, Latin American, New Mexican, Breakfast and Brunch, Kids Friendly, Family Friendly, Family Meals, Desserts, Sandwiches, Sandwich, Salads, Salads, Burgers, Burgers, Affordable Meals",1
"Pizza, American, Italian, Salads, Salads, Burgers, Burgers, Vegetarian, Vegetarian Friendly, BBQ, Desserts, Desserts, Family Friendly, Family Meals, Fried Chicken, Fried Foods, Fried Chicken, Wings, Vegan, Vegan Friendly, Ice Cream + Frozen Yogurt, Ice Cream &amp; Frozen Yogurt",1
